protein_id,class_id
8jhf_5_I_H_model1,56
7oh9_4_D_D_model1,70
8ueu_37_LA_1l_model1,18
2hdr_1_B_B_model1,54
3azg_4_H_H_model1,56
3azf_3_C_C_model1,86
3j3y_1_II_73_model1,8
3j3y_1_SIA_do_model1,8
3j3q_1_UW_hr_model1,8
3j3q_1_LLA_a5_model1,8
7lum_7_N_I_model1,75
5ley_10_X_X_model1,69
3daw_1_A_A_model1,90
5it7_28_BA_ZZ_model1,58
3j3q_1_CC_2k_model1,8
5t0j_10_J_O_model1,71
3lue_1_C_C_model1,61
7v2e_26_AA_c_model1,18
1m6m_1_A_A_model1,88
7n8b_66_NB_BV_model1,83
3j3q_1_FA_5B_model1,8
7xzz_3_G_G_model1,86
8ewb_10_J_BN_model1,91
3j3q_1_UJA_hS_model1,8
3j3y_1_DFA_3M_model1,8
6nrc_10_J_D_model1,52
3j3y_1_NU_aZ_model1,8
4u51_61_KE_n5_model1,62
1iem_1_B_B_model1,54
7o01_3_X_c_model1,43
8y7o_3_E_C_model1,10
6c1d_1_D_D_model1,90
6skm_1_E_E_model1,8
3j3q_1_AD_15_model1,8
8shg_9_Q_z_model1,75
2hio_2_B_B_model1,56
6buz_3_C_C_model1,14
6snt_23_W_V_model1,83
7uxf_1_A_A_model1,90
3lr7_1_A_A_model1,15
8shf_9_Q_z_model1,75
3j3q_1_TXA_h4_model1,8
7lt6_1_C_C_model1,85
4u0f_1_A_A_model1,25
3j3y_1_RA_cp_model1,8
8vfy_3_G_G_model1,14
3j34_1_K_R_model1,8
4jxg_1_A_A_model1,54
6xbk_2_B_A_model1,21
3j3y_1_HFA_6G_model1,8
6gq1_50_XA_s_model1,87
3j3q_1_IR_8C_model1,8
8hai_3_G_G_model1,14
6skn_1_K_K_model1,8
3j3q_1_GWA_6j_model1,8
3j3q_1_EOA_4p_model1,8
8hak_3_G_G_model1,14
6rbd_11_K_J_model1,16
4wqf_3_C_AC_model1,11
5it9_3_C_C_model1,65
7ohx_10_J_E_model1,5
7n8b_58_FB_BN_model1,91
1jla_1_A_A_model1,32
3h4e_1_E_E_model1,25
6zkt_40_OA_v_model1,81
8uz1_1_D_M_model1,90
3j3q_1_K_9I_model1,8
7ahx_1_C_C_model1,47
3j3q_1_VC_i2_model1,8
7w37_18_PA_R_model1,60
8j9b_1_B_B_model1,61
5ndw_31_JB_l6_model1,5
3bls_1_B_B_model1,54
5tgm_24_YC_d2_model1,17
8sg9_2_J_a_model1,7
3j3y_1_OJA_az_model1,8
7qxx_30_DA_R_model1,60
6gqv_84_FC_BA_model1,55
6vz4_3_G_G_model2,40
6bhs_1_A_A_model1,25
6zzy_3_C_C_model1,43
3j3q_1_TOA_gn_model1,8
6lab_4_N_N_model1,56
7utl_1_H_H_model1,90
5tgm_23_XC_d1_model1,83
3j3q_1_HUA_7U_model1,8
7w3b_18_QA_R_model1,60
7y00_4_D_D_model1,56
6t7t_61_IB_LZ_model1,45
7ash_1_C_C_model1,8
8ypk_13_W_a_model1,29
3pcq_3_C_C_model1,41
7n8b_28_BA_AZ_model1,45
6uz7_70_RB_W_model1,4
8r9d_1_A_A_model1,15
7xx6_3_Q_g_model1,14
4a0w_1_M_M_model1,66
6sv4_28_BA_W_model1,16
6kiz_4_D_D_model1,56
3j3y_1_ZB_ib_model1,8
3j3q_1_HSA_7Q_model1,8
1hgj_2_B_B_model1,53
3j3y_1_MG_9r_model1,8
8dnh_1_A_A_model1,61
8cvr_14_BA_N_model1,33
3j3y_1_COA_2v_model1,8
3j3y_1_UJA_fG_model1,8
3j3y_1_ZC_id_model1,8
3j3y_1_CF_2c_model1,8
8ugy_1_A_A_model1,64
3j3q_1_UXA_hu_model1,8
8t31_1_E_E_model1,85
3j3q_1_EBA_4P_model1,8
3j3q_1_UFA_hK_model1,8
3j3q_1_JRA_92_model1,8
6uz7_18_R_AP_model1,77
4u4y_4_D_S2_model1,87
3j3y_1_IQ_7J_model1,8
7x3w_3_G_G_model1,40
3dj7_1_A_A_model1,68
6la2_3_AA_C_model1,14
6kw4_20_Y_T_model1,56
8agt_13_M_M_model1,45
8cgn_71_TB_p_model1,91
3j3q_1_HVA_7W_model1,8
5mvy_1_P_P_model1,90
6sv4_60_MH_zH_model1,62
6j4z_20_X_g_model1,86
5tgm_11_K_S9_model1,16
7x6q_1_A_A_model1,7
3j3y_1_HCA_6A_model1,8
6m5g_1_C_C_model1,90
3j3y_1_BW_2N_model1,8
1k0t_1_A_A_model29,41
7pft_4_Q_R_model1,79
3j3y_1_YBA_hs_model1,8
4v8z_18_R_AJ_model1,16
3j3q_1_KP_9n_model1,8
3j3y_1_GCA_5S_model1,8
7wu7_7_G_A_model1,7
7ea5_4_H_H_model1,56
8evr_42_PA_AE_model1,5
4i2p_1_A_A_model1,9
8sgq_2_C_A_model1,7
7ohb_4_H_H_model1,70
3j3q_1_ZLA_lm_model1,8
6rey_9_W_W_model1,71
6n9k_1_A_A_model1,57
8v2z_1_E_E_model1,61
8gpn_3_C_C_model1,14
3j3q_1_JUA_98_model1,8
6msb_32_UA_s_model1,92
7u51_3_C_C_model1,14
7w3m_19_RA_S_model1,92
6zdj_1_B_B_model1,8
7ahq_1_B_B_model1,90
6msj_28_BA_O_model1,71
3j3y_1_KU_8q_model1,8
3j3y_1_DF_3L_model1,8
8ewc_42_PA_AE_model1,5
3j3q_1_UU_hn_model1,8
6uc4_1_K_K_model1,90
5vft_31_SA_t_model1,33
7nap_10_EA_J_model1,69
1o1b_4_Z_Z_model1,90
3j3q_1_HY_7b_model1,8
6bnp_2_M_G_model1,90
3j3y_1_PX_c2_model1,8
3j3q_1_AX_1j_model1,8
7nk8_4_D_C_model1,84
5xf3_3_G_G_model1,14
3j3y_1_ZDA_ig_model1,8
8t33_1_A_A_model1,85
7ohu_13_M_P_model1,37
6vao_1_G_D_model1,90
7nrc_24_X_Sa_model1,83
8sn1_4_D_D_model1,56
1mdu_2_B_B_model1,90
7yi4_7_H_J_model1,70
3j3q_1_FDA_5I_model1,8
1fco_1_B_B_model1,54
4ld9_4_H_H_model1,93
4fqr_2_L_L_model1,59
8agv_11_K_K_model1,62
8j6z_7_G_C_model1,43
8kd7_8_N_V_model1,70
3j3y_1_KG_8Q_model1,8
6cxi_1_B_B_model1,61
7wtl_11_K_SW_model1,17
6y5d_3_C_C_model1,14
4u56_4_EC_s2_model1,87
6x59_3_G_G_model1,14
7qxx_32_FA_T_model1,33
8hki_7_N_q_model1,35
8bqd_23_W_W_model1,16
7ohx_19_S_P_model1,37
7vdt_3_C_C_model1,40
7ohw_11_K_E_model1,5
1mnk_1_A_A_model1,88
8tov_1_L_L_model1,25
3j3q_1_EZ_59_model1,8
8rtt_1_A_A_model1,61
7qxn_30_DA_R_model1,60
7wtq_9_I_SN_model1,91
2f8n_5_H_H_model1,80
2mgl_1_A_A_model1,39
2rvq_1_A_C_model3,14
8dx2_1_A_A_model1,9
6y5l_2_E_D_model1,53
6vz4_4_D_D_model9,56
7uti_1_J_L_model1,90
5ndg_63_KB_N7_model1,45
5ndv_26_Z_N5_model1,62
6skk_1_B_B_model1,8
1cow_3_G_G_model1,38
8sg9_2_B_A_model1,7
5oy7_4_S_a_model1,40
4j8x_3_C_C_model1,14
5dnm_4_H_H_model1,70
7xfn_3_G_G_model1,49
8quw_1_A_A_model1,25
6i84_6_G_R_model1,80
4u3n_63_KB_N7_model1,45
6c1d_1_A_A_model1,90
5ibb_28_BA_71_model1,6
8agz_37_KA_n_model1,2
7w3k_15_O_q_model1,69
4u52_23_W_D1_model1,83
5i4l_63_KB_N7_model1,45
4w29_25_Y_DC_model1,11
7pfc_4_H_H_model1,79
7pf2_4_L_N_model1,79
7dkf_8_H_H1_model1,46
5gt3_3_C_C_model1,14
3j3q_1_ML_au_model1,8
3j3q_1_JO_8w_model1,8
6tb3_65_MB_AN_model1,45
7plv_3_C_C_model1,90
5z3v_5_I_H_model1,70
7v9k_4_L_V_model1,56
8iah_5_S_I_model1,61
6kiw_4_D_D_model1,56
8cdr_71_SB_m_model1,16
7zrs_61_IB_BW_model1,62
7v96_5_I_G_model1,14
3j3q_1_ZIA_lg_model1,8
5cnf_1_A_A_model1,15
1s32_5_F_D_model1,70
5gt0_4_G_D_model1,34
1iem_1_A_A_model1,54
8sn0_3_C_C_model1,14
8off_3_E_Bb_model1,34
8jl9_4_D_D_model1,56
1jlq_1_A_A_model1,22
3j3q_1_VF_i8_model1,8
8oy1_1_A_A_model1,94
8f8s_1_A_A_model1,90
6mse_31_SA_q_model1,69
4u0e_1_A_A_model1,25
8wrb_1_A_A_model1,64
7qya_31_SA_s_model1,92
3j3q_1_XN_k2_model1,8
5dc3_19_TC_c7_model1,0
8b0a_4_D_C_model1,40
4u4r_43_RD_l6_model1,5
3j3y_1_FCA_4j_model1,8
7pf6_4_D_D_model1,79
4wym_1_K_K_model1,25
5dgf_43_RD_l6_model1,5
8uee_1_E_K_model1,90
8q0m_37_LA_l_model1,81
3j3q_1_RX_fP_model1,8
6la8_4_D_D_model1,56
8uxw_8_M_P_model1,90
8tof_11_Q_h_model1,80
3j3y_1_BX_2O_model1,8
8agu_37_KA_n_model1,2
6bsh_1_A_A_model1,32
8uer_37_LA_1l_model1,18
5ose_1_A_A_model1,67
8ud9_11_K_K_model1,69
3u9z_1_A_A_model1,90
6jbk_1_A_A_model1,90
1o18_4_AA_1_model1,90
5lf3_13_AA_M_model1,33
7d1z_4_D_D_model1,56
3j3q_1_UX_ht_model1,8
3j3y_1_XO_hY_model1,8
8haj_4_H_H_model1,56
4u6f_19_TC_c7_model1,0
8u6q_1_A_A_model1,9
6e5b_12_Z_Z_model1,92
6hkt_3_CA_2_model1,86
7xzy_3_C_C_model1,86
8ty6_1_E_E_model1,25
7pf2_4_H_H_model1,79
8cdr_74_VB_p_model1,91
8d18_1_A_A_model1,90
8evi_7_I_G_model1,14
7s8m_1_A_B_model1,64
6zft_8_H_H_model1,46
3j3q_1_BA_1q_model1,8
8f8s_1_B_B_model1,90
3j3q_1_IP_88_model1,8
8smz_4_H_H_model1,56
3j3y_1_HP_6Z_model1,8
3m3n_1_A_A_model1,90
7b7d_63_KB_LV_model1,45
7utl_1_D_D_model1,90
6fq6_4_D_D_model1,56
5mvy_1_Q_Q_model1,90
8sps_7_G_D_model1,56
4olg_1_A_A_model1,54
4r67_13_OA_o_model1,92
3j3q_1_XJ_jv_model1,8
1ycb_1_B_B_model1,88
7x6q_8_P_z_model1,75
3j3y_1_ZQ_o_model1,8
5lex_13_M_a_model1,33
6gsn_37_KA_N_model1,16
5os6_1_A_A_model1,67
5x7x_3_G_G_model1,86
3j3q_1_XPA_k7_model1,8
3u56_1_A_A_model1,6
6vz4_3_C_C_model8,40
3j3q_1_N_bM_model1,8
3gr2_1_B_B_model1,54
4u4y_61_KE_n5_model1,62
3j3y_1_ZFA_ik_model1,8
4v5m_37_KA_BC_model1,11
4u3n_43_RD_l6_model1,5
6muo_3_G_G_model1,14
8ihl_3_O_O_model1,86
5ut7_1_A_A_model1,39
6nr9_1_A_A_model1,7
3j3q_1_HK_79_model1,8
3j3y_1_QJA_cP_model1,8
3j3q_1_LH_X_model1,8
7nap_8_CA_H_model1,71
6z6j_15_O_SJ_model1,16
3j3y_1_NLA_aK_model1,8
7w3k_17_Q_s_model1,92
7too_31_EA_AL28_model1,74
8ham_3_G_G_model1,14
3j3q_1_BZA_2e_model1,8
3j3y_1_TL_eb_model1,8
3j3y_1_JOA_7z_model1,8
7uti_1_G_I_model1,90
8u6k_1_A_A_model1,9
8sn7_4_H_H_model1,56
4x23_5_U_Q_model1,14
3eks_1_A_A_model1,61
4kz4_1_A_A_model1,54
3j3q_1_BGA_22_model1,8
7va4_6_DA_D_model1,56
3j3q_1_ZWA_u_model1,8
4u4r_11_LC_s9_model1,16
7dgs_52_AB_B5_model1,46
3j3q_1_OD_cI_model1,8
7nrd_26_Z_SY_model1,91
8u13_3_C_D_model1,56
8a2r_1_D_D_model1,90
4u4o_11_LC_s9_model1,16
6r94_6_J_H_model1,56
5cpi_3_G_G_model1,86
8bqd_18_R_R_model1,87
5ooe_1_C_C_model1,90
8i1u_4_L_L_model1,52
8e9b_8_J_M_model1,90
8cdl_38_LA_M_model1,74
7xfi_3_G_G_model1,49
7qco_3_Y_h_model1,43
7x0v_8_H_A_model1,7
3w96_4_H_H_model1,56
3j81_4_D_C_model1,65
4u0d_1_B_B_model1,25
8shn_8_H_Z_model1,75
6w5i_8_H_J_model1,70
6kwy_13_AA_M_model1,33
3j3y_1_QL_cS_model1,8
3j3q_1_MK_as_model1,8
5fcj_63_KB_N7_model1,45
8cxb_14_DA_L_model1,92
6skn_1_I_I_model1,8
3azf_4_D_D_model1,56
1m19_4_E_C_model1,49
3j80_11_K_N_model1,16
1p3k_5_J_H_model1,93
5fci_23_XC_d1_model1,83
6rzz_22_V_W_model1,62
3j3y_1_FN_53_model1,8
3i0r_1_A_A_model1,22
6nrc_12_L_F_model1,75
3j3y_1_H_64_model1,8
4u53_53_AB_M7_model1,37
3j3y_1_RO_dG_model1,8
8qys_15_FA_O_model1,92
5dge_19_TC_c7_model1,0
8osk_4_D_D_model1,56
7lum_8_P_O_model1,7
8oop_11_O_O_model1,31
7w4c_26_AA_c_model1,18
6aou_2_B_B_model1,51
8dxi_1_A_A_model1,9
7wto_11_K_SW_model1,17
1k0t_1_A_A_model8,41
3j3q_1_FVA_5s_model1,8
8xbu_4_H_H_model1,56
6qik_22_V_W_model1,62
8ceh_74_VB_p_model1,91
7w3f_18_R_r_model1,60
4u51_15_O_C3_model1,91
5fci_15_PC_c3_model1,91
3j3y_1_OP_b9_model1,8
7xvl_3_GA_Q_model1,14
5lyb_43_QA_L6_model1,5
2g14_1_A_A_model2,88
3j3q_1_NXA_c7_model1,8
8d15_1_F_F_model1,90
7x3u_1_B_a_model1,7
6kll_1_A_A_model1,90
5ong_6_J_H_model1,70
6hoh_1_B_B_model1,73
3j3y_1_IJ_75_model1,8
3j3y_1_GPA_5s_model1,8
3j3q_1_BSA_2Q_model1,8
3j3y_1_PI_be_model1,8
5ndv_8_H_L6_model1,5
5mei_8_BB_CH_model1,5
4v8z_31_EA_AW_model1,17
5omx_5_E_C_model1,14
2w49_5_N_G_model1,90
7qxx_31_SA_s_model1,92
7dgr_52_AB_B3_model1,46
3j3y_1_LIA_9D_model1,8
4e3k_1_B_B_model1,54
8iai_4_O_G_model1,61
3j3y_1_MA_9f_model1,8
5lyb_53_CE_m7_model1,37
4v8y_50_XA_BP_model1,37
3unb_8_JA_V_model1,3
3j3q_1_HO_7H_model1,8
6fai_33_GA_W_model1,17
2wwa_11_K_K_model1,62
3j3y_1_MRA_O_model1,8
3j0s_1_B_B_model1,61
3j3y_1_ZA_iX_model1,8
3j3y_1_DMA_3a_model1,8
7a5j_55_CB_n_model1,6
7nvo_5_N_g_model1,24
5jut_72_TB_TB_model1,17
3j3y_1_JEA_7f_model1,8
6msh_33_UA_t_model1,33
9b3d_1_E_E_model1,90
5dgf_23_XC_d1_model1,83
9az4_1_C_C_model1,90
1m8q_4_R_5_model1,90
4a0w_1_E_E_model1,66
3unf_13_M_a_model1,29
4g1q_1_A_A_model1,9
7r8v_1_B_B_model1,90
8fz6_9_I_I_model1,3
3j3y_1_LRA_9V_model1,8
6nog_4_H_H_model1,56
2zss_1_A_A_model1,19
8rgq_40_OA_l_model1,18
3j3q_1_EIA_4d_model1,8
4l6v_3_K_C_model1,41
2wsf_7_G_C_model1,43
5xf6_4_D_D_model1,70
5lf6_8_W_V_model1,71
3j3y_1_PE_bW_model1,8
2a06_8_R_U_model1,46
3j3q_1_FJ_5T_model1,8
3j3y_1_WF_gY_model1,8
3j3y_1_WEA_gX_model1,8
3d32_1_A_A_model1,85
3j3q_1_BWA_2Y_model1,8
7yyh_4_T_h_model1,34
7ywx_20_T_C_model1,31
1p8z_2_B_A_model1,90
7nzm_3_C_A_model1,90
6uc4_1_F_F_model1,90
7k61_3_C_C_model1,14
1p3p_5_J_H_model1,93
3j3q_1_XI_jt_model1,8
8jnf_4_D_D_model1,56
6a5p_18_V_g_model1,86
3j3q_1_WQA_jK_model1,8
3j3q_1_AC_13_model1,8
6t4q_23_W_SW_model1,17
6xmj_14_N_N_model1,33
7nan_11_Y_Y_model1,60
8ieg_4_D_D_model1,56
6elz_22_V_a_model1,74
3j3y_1_VC_fk_model1,8
3j3y_1_ZRA_r_model1,8
3j3q_1_CI_2w_model1,8
3j3q_1_MR_b5_model1,8
5jlh_1_E_E_model1,61
7ztd_1_F_F_model1,61
6c1d_1_C_C_model1,90
3j3q_1_EJ_4e_model1,8
3j3y_1_EHA_49_model1,8
8du4_3_C_C_model1,40
7snq_1_D_D_model1,25
1as0_1_A_A_model1,94
3j3y_1_LZ_9d_model1,8
6sv4_32_QC_Yb_model1,91
8oop_12_P_P_model1,34
7bte_1_D_G_model1,90
8she_4_L_d_model1,52
3j3q_1_WF_iy_model1,8
5wyj_44_UA_SO_model1,91
6zxs_3_C_C_model1,43
5lyb_15_PC_c3_model1,91
8xbe_2_B_B_model1,21
4u3n_53_CE_m7_model1,37
5gse_3_C_C_model1,86
3uta_4_H_H_model1,70
7w2k_26_AA_c_model1,18
4g5o_1_D_D_model1,94
6skn_1_N_N_model1,8
8civ_82_DC_x_model1,83
7kc1_2_F_D_model1,51
8sht_3_C_D_model1,52
1c1c_1_A_A_model1,22
3gqz_1_B_B_model1,54
3j3q_1_NTA_c_model1,8
4g5r_1_A_A_model1,94
6x4a_1_A_A_model1,32
5lf3_12_L_L_model1,92
8cah_33_GA_H_model1,0
7xvl_3_KA_W_model1,14
5ndv_63_KB_C7_model1,0
7w4m_26_AA_c_model1,18
8j19_2_B_A_model1,64
8i1u_6_N_N_model1,75
8sg8_4_D_D_model1,52
6y9v_1_D_D_model1,8
3j3q_1_ODA_cJ_model1,8
5oxv_3_G_G_model1,40
3j3y_1_ULA_fK_model1,8
5zf0_3_KB_C3_model1,41
5i4l_15_PC_c3_model1,91
2a40_1_D_D_model1,90
7nvm_1_A_A_model1,7
1sqv_8_H_H_model1,46
8y36_14_N_J_model1,30
3j3y_1_JM_7u_model1,8
7qsd_37_LA_l_model1,81
4u4n_15_O_C3_model1,91
8am5_9_I_c_model1,41
3j34_1_R_e_model1,8
3c6u_1_A_A_model1,22
8sgq_5_J_q_model1,35
3j3y_1_VCA_fl_model1,8
1kxp_1_A_A_model1,90
3j3y_1_VE_fo_model1,8
5fcj_11_LC_s9_model1,16
7pf3_4_D_n_model1,79
5dat_15_PC_c3_model1,91
5tsv_1_B_B_model1,25
7b93_37_LA_l_model1,18
5onw_5_E_C_model1,14
3j3y_1_OIA_ax_model1,8
4u55_11_LC_s9_model1,16
6j4x_21_Y_g_model1,86
7pg9_11_K_K_model1,69
2frk_1_A_X_model1,15
8jhg_4_D_C_model1,14
7snz_1_A_A_model1,9
7dgl_1_A_A_model1,88
4u4n_19_TC_c7_model1,0
1o1c_4_Y_Y_model1,90
8aag_7_G_D_model1,70
6fyx_26_Z_W_model1,4
2p9v_2_B_B_model1,54
4xk8_3_C_C_model1,43
8glv_86_AW_Gh_model1,61
6djm_1_C_C_model1,90
3j3y_1_ZJ_ir_model1,8
5vtx_2_B_B_model1,59
6pwv_7_G_J_model1,70
8evt_63_KB_Aa_model1,74
8byq_35_IA_c_model1,49
8jd5_3_C_A_model1,64
5lf0_13_AA_M_model1,33
3j3q_1_LHA_Y_model1,8
6nrc_7_G_A_model1,7
5y0d_4_D_D_model1,56
3h4e_1_J_J_model1,25
8bvw_37_OA_g_model1,49
7zs5_29_CA_BY_model1,62
4u3n_11_K_S9_model1,16
7zux_64_LB_EY_model1,45
6djn_1_C_C_model1,90
8sh9_4_L_d_model1,52
1gfi_1_A_A_model1,94
1iru_13_M_M_model1,92
3wyo_2_D_D_model1,88
7n8b_29_CA_Aa_model1,74
3j3y_1_RAA_cq_model1,8
1mlo_1_A_A_model1,88
3j3q_1_WFA_iz_model1,8
8x19_2_B_B_model1,34
8w9f_7_I_c_model1,14
6l9z_3_Q_Q_model1,14
3o87_1_B_B_model1,54
3j3y_1_UAA_ez_model1,8
7otk_1_C_C_model1,47
1svs_1_A_A_model1,94
7k5y_3_C_C_model1,14
5cp6_6_J_H_model1,70
4rw7_1_A_A_model1,32
7x0a_3_F_d_model1,52
6vz4_3_G_G_model10,40
7by0_3_G_G_model1,14
6kbb_1_D_C_model1,14
1gp2_1_A_A_model1,94
5t0c_30_DA_AR_model1,60
8kd6_5_F_R_model1,70
8evh_4_D_D_model1,56
8txw_3_C_D_model1,56
8sff_1_I_a_model1,7
7rmj_1_B_B_model1,25
8shd_2_J_a_model1,7
5dat_4_D_S2_model1,87
3j3q_1_DS_45_model1,8
3w99_3_C_C_model1,86
8hy0_4_D_D_model1,70
3j3q_1_EK_4g_model1,8
8g6s_4_D_D_model1,80
5lex_13_AA_M_model1,33
8f8r_1_B_B_model1,90
3j3y_1_JBA_7Z_model1,8
7zi4_9_Q_O_model1,14
5klv_8_H_H_model1,46
3j3q_1_LE_R_model1,8
1pp9_8_R_U_model1,46
3j3q_1_JOA_8x_model1,8
3av2_3_C_C_model1,86
5a0q_9_I_I_model1,71
7wu7_7_O_I_model1,7
8stt_1_C_C_model1,32
8sna_4_H_H_model1,56
8h9j_2_I_G_model1,36
3j3q_1_BN_2F_model1,8
3j3y_1_HY_6l_model1,8
3j3q_1_RU_fJ_model1,8
6qpg_3_L_L_model1,10
8rv2_1_C_C_model1,90
7w52_1_G_G_model1,90
7nvn_9_R_z_model1,75
4u3u_43_RD_l6_model1,5
6ltl_1_B_B_model1,88
5b1l_3_G_G_model1,86
7nrc_65_MB_LZ_model1,62
7w3a_17_Q_q_model1,69
3dok_1_A_A_model1,32
4kz5_1_A_A_model1,54
3j3q_1_KKA_9e_model1,8
8rab_1_A_A_model1,15
3j3y_1_GQ_5t_model1,8
8hak_3_C_C_model1,14
6la2_3_KA_W_model1,14
6hkt_4_TA_h_model1,56
6vz4_4_D_D_model8,56
9c8j_1_B_B_model1,54
3j3y_1_CRA_30_model1,8
8f8s_1_F_F_model1,90
8eue_3_C_C_model1,40
4jxv_1_A_A_model1,54
2r9w_1_A_A_model1,54
3j3q_1_DF_3g_model1,8
5mei_70_RE_d1_model1,83
7xfj_4_D_D_model1,93
3j3q_1_NE_bV_model1,8
2rvq_1_A_C_model6,14
6r92_7_K_H_model1,56
5orx_1_A_A_model1,67
3j3y_1_UT_fY_model1,8
3j3y_1_NC_a1_model1,8
6n1z_3_C_C_model1,80
3j3q_1_OGA_cP_model1,8
7wz3_2_D_b_model1,13
3j3q_1_Z_lG_model1,8
4u4n_19_S_C7_model1,0
6ir9_22_Z_h_model1,56
3j3q_1_PMA_dQ_model1,8
1do7_1_A_A_model1,88
6kdn_1_D_C_model1,32
6l4a_3_Y_Y_model1,86
8evp_63_KB_Aa_model1,74
4j8w_4_H_H_model1,70
7jzv_3_I_n_model1,14
3j3q_1_CR_3D_model1,8
7ztc_1_D_D_model1,61
5fci_15_O_C3_model1,91
4a13_1_G_G_model1,66
8spu_7_K_H_model1,56
3kwq_4_D_D_model1,56
6y5h_2_F_F_model1,53
3j3q_1_EN_4m_model1,8
5hgn_1_A_A_model1,25
3j3q_1_HAA_6r_model1,8
8x22_1_A_A_model1,32
6skn_1_A_A_model1,8
4wpo_3_C_AC_model1,11
7xse_21_U_c_model1,86
3j3q_1_PS_db_model1,8
8ud9_9_I_I_model1,71
6v2f_1_D_D_model1,25
7u8m_2_B_B_model1,51
8agw_37_KA_n_model1,2
3j78_55_CB_S9_model1,16
6woo_69_QB_VV_model1,83
3j3q_1_VZ_im_model1,8
7w3j_16_DA_T_model1,33
4u0b_1_F_F_model1,25
7xd1_6_J_H_model1,56
3j3y_1_IZ_7U_model1,8
3j3y_1_CGA_2f_model1,8
7bw2_3_C_C_model1,41
7v9c_5_M_M_model1,14
7qxp_32_TA_t_model1,33
8guk_4_D_D_model1,56
2cv5_4_E_C_model1,14
2zjy_1_A_A_model1,94
5os1_1_A_A_model1,67
2w4u_5_Z_S_model1,90
8ypk_13_S_W_model1,29
6z6j_23_W_SR_model1,0
3j3q_1_VE_i6_model1,8
3j3q_1_YE_ka_model1,8
3j3y_1_DR_3j_model1,8
6j51_22_Z_h_model1,56
4a7l_1_A_A_model1,90
7x0v_8_N_a_model1,7
3j3q_1_M_aX_model1,8
1k0t_1_A_A_model1,41
3umy_1_A_A_model1,6
8ugn_37_LA_1l_model1,18
6rzz_13_M_N_model1,74
8x15_11_U_U_model1,61
5fci_11_K_S9_model1,16
3j3y_1_ZZ_z_model1,8
6nqa_5_J_H_model1,56
3j3q_1_FNA_5c_model1,8
3j3q_1_BM_2D_model1,8
2zj9_1_B_B_model1,57
7u0h_26_Z_Z_model1,45
4v8n_37_LA_BC_model1,11
3j3y_1_JN_7w_model1,8
6anu_1_A_A_model1,61
7nap_10_J_X_model1,69
5lf7_12_Z_Z_model1,92
4v8y_31_EA_AW_model1,17
3j3y_1_EPA_4P_model1,8
5x7x_3_C_C_model1,86
8cku_81_CC_x_model1,83
1j6z_1_A_A_model1,90
8cvt_17_Q_Q_model1,69
3j34_1_PA_c_model1,8
7aig_1_A_A_model1,47
7p1h_2_B_B_model1,61
7x3j_1_A_A_model1,7
3j3y_1_ME_9n_model1,8
7u0j_3_C_C_model1,14
5oy7_4_D_G_model1,40
7xcr_4_H_H_model1,56
5dge_15_PC_c3_model1,91
8uet_37_LA_1l_model1,18
4v8z_11_K_AC_model1,87
8a2u_1_C_C_model1,90
1o1g_4_CA_3_model1,90
6gsm_21_U_R_model1,12
7r42_37_LA_l_model1,81
4u4o_64_LB_N8_model1,74
4wu1_26_CC_79_model1,6
4u0b_1_K_K_model1,25
8ox0_4_H_H_model1,34
7ccc_1_E_E_model1,90
5dgv_64_LB_N8_model1,74
7ash_1_L_L_model1,8
5dat_64_NE_n8_model1,74
8aaf_37_KA_n_model1,2
6r0c_4_D_D_model1,34
7wz3_3_F_d_model1,52
8ib8_10_R_S_model1,61
6nr8_10_R_L_model1,52
3j3y_1_UF_f7_model1,8
8stq_1_A_A_model1,32
5x0x_3_G_G_model1,40
3j3q_1_PFA_dC_model1,8
3j3y_1_GZ_63_model1,8
4u56_23_XC_d1_model1,83
6mup_3_G_G_model1,14
3j3y_1_KKA_8Z_model1,8
5on6_30_DA_AB_model1,74
6uby_1_A_A_model1,90
7nky_22_V_c_model1,40
7zrs_64_LB_BZ_model1,74
3j3y_1_REA_cy_model1,8
3fj5_1_A_A_model1,48
7wbw_22_V_d_model1,56
1j52_1_A_A_model1,39
7w3b_17_PA_Q_model1,69
6fml_11_O_O_model1,14
1p3l_4_E_C_model1,49
5jup_32_FA_FA_model1,74
6nn6_4_D_D_model1,56
3j3q_1_CD_2m_model1,8
7xcr_3_I_G_model1,14
4v5r_38_TC_DC_model1,11
8pw6_8_R_S_model1,96
3j3q_1_PQ_dX_model1,8
6uby_1_G_G_model1,90
7zeb_25_Y_v_model1,81
4v88_24_YC_CW_model1,17
6r8z_3_G_G_model1,14
3j3y_1_ET_4W_model1,8
8hai_4_D_D_model1,56
4a0v_1_M_M_model1,66
6nwa_3_VA_N_model1,41
8w9e_8_N_h_model1,79
3j3q_1_GHA_6F_model1,8
6t90_3_G_G_model1,86
6m44_4_R_R_model1,56
5mvy_1_N_N_model1,90
1rti_1_A_A_model1,22
7lxv_10_X_X_model1,69
6r87_31_EA_Z_model1,62
2zj9_1_A_A_model1,57
3j3y_1_EAA_3w_model1,8
7krd_1_A_A_model1,9
6sv4_21_U_Rc_model1,87
3j3y_1_YJA_i7_model1,8
6zvi_25_Y_D_model1,83
3j3q_1_OR_ck_model1,8
3j3y_1_GE_5V_model1,8
7yrd_5_F_D_model1,56
